Maintenance_ID,Asset_ID,Maintenance_Type,Date,Cost_USD,Downtime_Minutes,Technician
MNT-5728,AST-1394,Preventive,2023-05-04,1539,44,Kenneth Gonzalez
MNT-5729,AST-1073,Reactive,2023-03-12,14864,202,Mary Rose
MNT-5730,AST-1382,Reactive,2023-08-11,11405,93,Robert Dawson
MNT-5731,AST-1303,Preventive,2023-03-18,612,12,Mallory Hall
MNT-5732,AST-1363,Predictive,2023-01-14,747,32,Jeffrey Taylor
MNT-5733,AST-1488,Preventive,2023-04-04,1149,39,Dennis Johnson
MNT-5734,AST-1095,Preventive,2023-10-15,1875,2,Jennifer Caldwell
MNT-5735,AST-1432,Preventive,2023-11-09,1659,37,Patrick Owens
MNT-5736,AST-1033,Predictive,2023-12-09,1753,31,Carlos Peterson
MNT-5737,AST-1158,Predictive,2023-07-17,987,42,Joanna Jones
MNT-5738,AST-1069,Reactive,2023-11-07,9476,258,Wendy Scott
MNT-5739,AST-1004,Emergency,2023-07-10,6049,117,Kevin Barker
MNT-5740,AST-1153,Preventive,2023-01-19,562,39,Juan Martinez
MNT-5741,AST-1110,Preventive,2023-08-23,675,9,Jessica Henry
MNT-5742,AST-1472,Predictive,2023-01-21,1011,6,Lisa Morales
MNT-5743,AST-1346,Emergency,2023-06-23,11062,131,Gregory Alvarez
MNT-5744,AST-1267,Preventive,2023-03-07,585,7,Chelsea Suarez
MNT-5745,AST-1461,Preventive,2023-10-01,804,36,David Blevins
MNT-5746,AST-1467,Reactive,2023-02-11,6966,139,Ronald Santos
MNT-5747,AST-1177,Preventive,2023-09-24,1514,45,Robert Dominguez
MNT-5748,AST-1063,Reactive,2023-04-14,4559,176,Cameron Scott
MNT-5749,AST-1070,Preventive,2023-04-29,535,24,Peter Tucker
MNT-5750,AST-1377,Reactive,2023-05-08,6790,75,Kelsey Baldwin
MNT-5751,AST-1154,Preventive,2023-07-17,1865,12,Jose Juarez
MNT-5752,AST-1200,Preventive,2023-01-26,1745,20,Rebecca Henson
MNT-5753,AST-1352,Reactive,2023-03-16,7777,221,Mary Clark
MNT-5754,AST-1033,Reactive,2023-05-21,5398,116,Timothy Duncan
MNT-5755,AST-1110,Reactive,2023-07-23,7659,263,Michelle Johnson
MNT-5756,AST-1324,Reactive,2023-06-27,3803,200,Christina Massey
MNT-5757,AST-1122,Preventive,2023-05-08,1603,35,Patrick Wright
MNT-5758,AST-1194,Reactive,2023-07-27,7637,97,Melissa Harris
MNT-5759,AST-1338,Reactive,2023-12-14,6855,129,Douglas Huff
MNT-5760,AST-1418,Reactive,2023-03-10,12437,186,Lisa Cole
MNT-5761,AST-1363,Predictive,2023-11-02,692,21,Mrs. Julie Mitchell
MNT-5762,AST-1042,Predictive,2023-03-20,1081,31,Micheal Avila
MNT-5763,AST-1065,Reactive,2023-08-21,10804,173,Raymond Ford
MNT-5764,AST-1031,Predictive,2023-04-24,1446,30,Rebecca Williams
MNT-5765,AST-1456,Reactive,2023-05-29,2265,96,Anthony Murray
MNT-5766,AST-1250,Preventive,2023-10-17,751,33,Diana Price
MNT-5767,AST-1026,Reactive,2023-03-20,5185,272,Erin Bruce
MNT-5768,AST-1291,Preventive,2023-02-09,745,0,James Foster
MNT-5769,AST-1233,Reactive,2023-09-26,10430,93,Mr. Brian Davis
MNT-5770,AST-1233,Predictive,2023-05-15,1434,38,Debra Butler
MNT-5771,AST-1129,Preventive,2023-03-05,943,43,Samuel Wood Jr.
MNT-5772,AST-1206,Preventive,2023-07-30,1620,12,Nathan Cabrera
MNT-5773,AST-1394,Preventive,2023-08-13,1647,17,Alexander Mccarty
MNT-5774,AST-1142,Predictive,2023-09-10,1620,37,Daniel Klein
MNT-5775,AST-1204,Preventive,2023-12-11,1083,36,Brandon Jones
MNT-5776,AST-1337,Preventive,2023-03-14,1268,24,Sandra Moore
MNT-5777,AST-1442,Predictive,2023-09-25,800,40,Nicholas Collins
MNT-5778,AST-1203,Reactive,2023-01-13,11683,255,Mary Jenkins
MNT-5779,AST-1229,Preventive,2023-05-08,965,42,Seth Tapia
MNT-5780,AST-1102,Emergency,2023-03-07,9614,278,Brian Warren
MNT-5781,AST-1349,Emergency,2023-05-02,4740,244,Brenda Smith
MNT-5782,AST-1143,Preventive,2023-06-19,1896,39,Teresa Garcia
MNT-5783,AST-1051,Preventive,2023-12-02,1450,27,Gina Smith
MNT-5784,AST-1124,Emergency,2023-06-20,11929,104,William Grant
MNT-5785,AST-1384,Preventive,2023-07-10,609,35,Roger Porter
MNT-5786,AST-1084,Reactive,2023-04-12,6094,282,Mandy Barajas
MNT-5787,AST-1060,Predictive,2023-03-07,1277,33,Carlos Armstrong
MNT-5788,AST-1492,Preventive,2023-07-09,1495,0,Bridget Smith
MNT-5789,AST-1310,Preventive,2023-09-28,589,29,Casey Ibarra
MNT-5790,AST-1204,Reactive,2023-10-09,10018,300,Nicholas Mccoy
MNT-5791,AST-1337,Preventive,2023-10-23,1469,45,Mr. Raymond Avila MD
MNT-5792,AST-1026,Predictive,2023-11-05,1156,1,Jeremy Cross
MNT-5793,AST-1103,Preventive,2023-06-17,1046,28,Katherine Hernandez
MNT-5794,AST-1093,Predictive,2023-07-08,1960,45,Brenda Anderson
MNT-5795,AST-1279,Preventive,2023-03-09,1533,12,Michael Barnes
MNT-5796,AST-1076,Predictive,2023-12-22,1489,14,Charles Perez
MNT-5797,AST-1286,Reactive,2023-11-13,2976,249,Laura Rivera
MNT-5798,AST-1063,Reactive,2023-06-27,9663,215,Melanie Ware
MNT-5799,AST-1324,Preventive,2023-12-10,738,6,Robert Thompson
MNT-5800,AST-1162,Predictive,2023-09-10,1871,23,Willie Meyers
MNT-5801,AST-1258,Reactive,2023-06-16,14534,282,Catherine Maldonado
MNT-5802,AST-1239,Preventive,2023-01-04,1216,25,Sheryl Roberts
MNT-5803,AST-1381,Preventive,2023-01-02,1832,32,Jason Moore
MNT-5804,AST-1316,Reactive,2023-10-02,11451,224,Daniel Santana
MNT-5805,AST-1399,Preventive,2023-03-22,1359,19,Todd Jackson
MNT-5806,AST-1150,Reactive,2023-11-28,5877,191,Stephanie Sutton
MNT-5807,AST-1192,Preventive,2023-10-10,1329,41,Valerie Joseph
MNT-5808,AST-1205,Emergency,2023-07-06,14625,239,Kathleen Larson
MNT-5809,AST-1420,Reactive,2023-03-07,5796,173,Ryan Garcia
MNT-5810,AST-1133,Preventive,2023-10-12,1304,28,Jeffery Herrera
MNT-5811,AST-1263,Emergency,2023-11-28,9461,188,Gregory Howard
MNT-5812,AST-1162,Preventive,2023-03-28,1889,2,Linda Adams
MNT-5813,AST-1472,Emergency,2023-08-24,5335,168,Christopher Beck
MNT-5814,AST-1495,Emergency,2023-12-24,2989,188,Patrick Brown
MNT-5815,AST-1323,Preventive,2023-08-02,1257,1,Michael Padilla
MNT-5816,AST-1192,Preventive,2023-02-09,1583,45,Kristen Cooper
MNT-5817,AST-1337,Reactive,2023-10-07,9158,206,Richard Tucker
MNT-5818,AST-1113,Preventive,2023-10-15,1850,25,Brian Dominguez
MNT-5819,AST-1451,Predictive,2023-03-25,1193,8,Douglas Robbins
MNT-5820,AST-1123,Preventive,2023-07-27,679,11,Douglas Mitchell
MNT-5821,AST-1464,Preventive,2023-04-20,1608,13,Shelby Holmes
MNT-5822,AST-1290,Emergency,2023-10-18,11969,157,Cody Nguyen
MNT-5823,AST-1282,Emergency,2023-05-10,12050,268,Stephen Vargas
MNT-5824,AST-1035,Predictive,2023-08-04,1103,19,Latoya Carpenter
MNT-5825,AST-1356,Predictive,2023-08-25,1680,21,Bradley Jones
MNT-5826,AST-1064,Preventive,2023-04-22,1475,11,Renee Newton
MNT-5827,AST-1002,Preventive,2023-01-09,927,12,Tiffany Jones
MNT-5828,AST-1048,Preventive,2023-03-05,1772,1,Robert Mccoy
MNT-5829,AST-1191,Emergency,2023-10-19,10148,61,Stephanie Blankenship
MNT-5830,AST-1024,Predictive,2023-07-28,1822,22,Joshua Webster
MNT-5831,AST-1255,Preventive,2023-01-02,1763,31,Karen Henderson
MNT-5832,AST-1345,Predictive,2023-06-12,570,1,Kenneth Carter
MNT-5833,AST-1420,Emergency,2023-08-04,10421,64,Corey Campbell
MNT-5834,AST-1366,Preventive,2023-10-29,1377,41,Laurie Shaw
MNT-5835,AST-1406,Preventive,2023-05-07,1918,41,Susan Christian
MNT-5836,AST-1268,Predictive,2023-12-12,1741,10,Sarah Thompson
MNT-5837,AST-1344,Reactive,2023-11-02,11666,225,Jon Levine
MNT-5838,AST-1437,Preventive,2023-02-21,1131,4,Kathleen Campbell
MNT-5839,AST-1108,Reactive,2023-08-05,12238,234,Angel Lynch
MNT-5840,AST-1142,Reactive,2023-09-15,6201,236,Sherry Vega
MNT-5841,AST-1043,Predictive,2023-05-16,976,38,Laurie Hayes
MNT-5842,AST-1034,Reactive,2023-05-23,10723,216,Ricky Stewart
MNT-5843,AST-1418,Emergency,2023-01-08,13345,87,Danielle Powell
MNT-5844,AST-1137,Preventive,2023-03-05,1445,2,Lisa Garcia
MNT-5845,AST-1189,Reactive,2023-08-02,14872,77,Brian Phillips
MNT-5846,AST-1431,Reactive,2023-12-12,9100,213,Judith Gutierrez PhD
MNT-5847,AST-1493,Reactive,2023-05-22,11506,291,Gabriel Rodriguez
MNT-5848,AST-1453,Preventive,2023-12-21,1237,7,Marilyn Ortega
MNT-5849,AST-1330,Emergency,2023-04-26,9812,192,Sydney Rogers
MNT-5850,AST-1052,Predictive,2023-09-21,1446,26,Chad Phillips
MNT-5851,AST-1333,Preventive,2023-02-23,1693,26,Shane Grant
MNT-5852,AST-1204,Preventive,2023-09-15,1094,19,Christopher Hinton V
MNT-5853,AST-1245,Preventive,2023-09-17,1169,10,Thomas Herman
MNT-5854,AST-1438,Preventive,2023-11-17,545,0,Timothy Howell
MNT-5855,AST-1192,Predictive,2023-07-24,1640,5,Billy Hartman
MNT-5856,AST-1205,Predictive,2023-06-29,920,32,Nathan Dean
MNT-5857,AST-1306,Predictive,2023-04-06,1878,38,Lindsey Smith
MNT-5858,AST-1457,Predictive,2023-01-11,981,13,Justin Smith
MNT-5859,AST-1441,Preventive,2023-10-08,1317,11,Todd Woods
MNT-5860,AST-1195,Predictive,2023-12-05,1259,32,Kathleen Ortega
MNT-5861,AST-1020,Reactive,2023-03-05,4665,100,Christopher Garcia
MNT-5862,AST-1470,Emergency,2023-09-06,5713,218,Catherine Perez
MNT-5863,AST-1473,Preventive,2023-09-28,1575,25,Roger Logan
MNT-5864,AST-1064,Preventive,2023-10-16,1632,38,Ashley Marks
MNT-5865,AST-1213,Preventive,2023-01-19,953,7,Amber Nichols
MNT-5866,AST-1207,Reactive,2023-05-05,12627,293,Jean Ford
MNT-5867,AST-1214,Predictive,2023-03-31,1795,13,Brittany Wilson
MNT-5868,AST-1310,Preventive,2023-03-21,1660,31,Mary Bennett
MNT-5869,AST-1353,Reactive,2023-10-18,5208,244,Jason Calderon
MNT-5870,AST-1119,Predictive,2023-06-15,1796,31,Patricia Gallegos
MNT-5871,AST-1124,Preventive,2023-06-07,694,6,Daniel Lee
MNT-5872,AST-1438,Preventive,2023-04-04,1430,39,Mr. Ronald Wright
MNT-5873,AST-1458,Predictive,2023-09-05,955,14,Stacy Oconnell
MNT-5874,AST-1406,Reactive,2023-08-10,12225,115,Amanda Kim
MNT-5875,AST-1227,Preventive,2023-08-30,1321,39,Jacob Baker
MNT-5876,AST-1453,Reactive,2023-08-19,7354,291,Carla Patterson
MNT-5877,AST-1489,Reactive,2023-06-21,3632,124,Keith Parrish
MNT-5878,AST-1313,Emergency,2023-08-15,5693,298,Mary Davenport
MNT-5879,AST-1110,Preventive,2023-03-05,583,23,Jessica Scott
MNT-5880,AST-1240,Predictive,2023-03-15,836,9,Dakota Thompson
MNT-5881,AST-1298,Reactive,2023-05-08,12913,175,Kevin Hill
MNT-5882,AST-1298,Reactive,2023-02-19,2279,297,Daniel Martinez
MNT-5883,AST-1136,Reactive,2023-03-15,5948,247,Leslie Carpenter
MNT-5884,AST-1352,Preventive,2023-03-21,1666,16,Aaron Miller
MNT-5885,AST-1290,Preventive,2023-04-04,1118,8,Stephen Hughes
MNT-5886,AST-1019,Reactive,2023-08-15,10882,204,Michelle Cuevas
MNT-5887,AST-1328,Predictive,2023-10-04,1115,1,Karen Crawford
MNT-5888,AST-1444,Preventive,2023-12-20,974,39,Sue Armstrong
MNT-5889,AST-1317,Preventive,2023-03-09,1394,30,Jacob Wall
MNT-5890,AST-1210,Reactive,2023-07-30,9199,265,Jesse Porter
MNT-5891,AST-1222,Preventive,2023-02-15,1786,29,Holly Harmon
MNT-5892,AST-1224,Reactive,2023-10-08,5584,177,Angela Reyes
MNT-5893,AST-1118,Predictive,2023-11-22,1385,40,Andrew Jordan
MNT-5894,AST-1150,Predictive,2023-06-23,1301,31,Alex Simpson
MNT-5895,AST-1456,Preventive,2023-09-12,1106,24,Lauren Cordova
MNT-5896,AST-1111,Preventive,2023-01-07,1439,33,Samantha Cordova
MNT-5897,AST-1143,Predictive,2023-09-05,1965,4,Ricardo Wilkinson
MNT-5898,AST-1101,Reactive,2023-07-21,4471,219,Anthony Trujillo
MNT-5899,AST-1254,Preventive,2023-08-12,959,6,Mary Smith
MNT-5900,AST-1273,Preventive,2023-12-28,1188,0,Natasha Torres
MNT-5901,AST-1128,Preventive,2023-06-17,1344,5,Mary Dickson
MNT-5902,AST-1492,Preventive,2023-10-28,1481,32,Eric Cobb
MNT-5903,AST-1417,Reactive,2023-10-07,11579,252,Stephanie Williams
MNT-5904,AST-1336,Preventive,2023-01-12,1014,15,Alison Browning
MNT-5905,AST-1471,Predictive,2023-02-21,1590,1,Shannon Jackson
MNT-5906,AST-1128,Preventive,2023-04-29,1122,44,Michelle Cruz
MNT-5907,AST-1052,Reactive,2023-05-12,8190,181,Anthony Brown
MNT-5908,AST-1398,Preventive,2023-10-12,945,1,Cindy Tran
MNT-5909,AST-1376,Reactive,2023-03-04,13062,124,Kevin Kelly
MNT-5910,AST-1380,Preventive,2023-04-03,920,10,Jennifer Brown
MNT-5911,AST-1384,Preventive,2023-02-08,1577,35,Melissa Hardy
MNT-5912,AST-1106,Preventive,2023-12-04,1185,26,Jonathan Walker
MNT-5913,AST-1464,Reactive,2023-02-21,8539,215,Marilyn Wilson
MNT-5914,AST-1341,Preventive,2023-09-11,1399,20,Brandon Scott
MNT-5915,AST-1251,Reactive,2023-08-11,8333,255,Lisa Watson
MNT-5916,AST-1340,Preventive,2023-12-25,1878,9,Peter Gomez
MNT-5917,AST-1278,Reactive,2023-05-27,5566,188,Michael Burke
MNT-5918,AST-1415,Preventive,2023-02-25,818,35,Jonathan Hughes
MNT-5919,AST-1057,Preventive,2023-08-03,1692,21,Victoria Savage
MNT-5920,AST-1361,Preventive,2023-07-14,502,22,Derrick Massey
MNT-5921,AST-1122,Reactive,2023-04-30,12614,189,Jonathan Strong
MNT-5922,AST-1491,Preventive,2023-08-12,678,30,Taylor Singh
MNT-5923,AST-1090,Predictive,2023-03-06,970,14,Louis Blackwell
MNT-5924,AST-1487,Preventive,2023-06-05,527,20,Crystal Duncan
MNT-5925,AST-1350,Preventive,2023-05-19,1546,38,Laura Smith
MNT-5926,AST-1262,Reactive,2023-09-25,14079,164,Denise Andrews
MNT-5927,AST-1170,Reactive,2023-09-11,6495,196,Jonathan Mitchell
MNT-5928,AST-1491,Preventive,2023-12-09,926,9,Edward Rice
MNT-5929,AST-1186,Reactive,2023-03-24,7445,292,Lisa Munoz
MNT-5930,AST-1469,Predictive,2023-06-06,1517,44,Andrea Cook
MNT-5931,AST-1469,Reactive,2023-11-12,2983,214,Hailey Wall
MNT-5932,AST-1355,Predictive,2023-06-10,766,32,Lindsey Levy
MNT-5933,AST-1371,Emergency,2023-08-10,14303,234,Jacqueline Brown
MNT-5934,AST-1484,Preventive,2023-10-31,919,11,Kristi Green
MNT-5935,AST-1311,Preventive,2023-11-24,1524,10,Samantha Mcneil
MNT-5936,AST-1029,Reactive,2023-02-16,6084,213,Aimee Flores
MNT-5937,AST-1221,Preventive,2023-09-02,994,1,Brandi Fletcher
MNT-5938,AST-1153,Reactive,2023-03-12,11280,253,Nicole Spencer
MNT-5939,AST-1193,Preventive,2023-07-23,1490,3,Sara Haynes
MNT-5940,AST-1241,Reactive,2023-01-31,6926,270,Natalie Smith
MNT-5941,AST-1117,Preventive,2023-12-24,1770,2,Phillip Johnson
MNT-5942,AST-1117,Preventive,2023-04-12,1844,27,Natalie Allen
MNT-5943,AST-1399,Predictive,2023-11-02,1385,15,Thomas Young
MNT-5944,AST-1172,Preventive,2023-07-06,1164,20,Andrew Brown
MNT-5945,AST-1187,Reactive,2023-08-08,11533,215,Philip Arnold
MNT-5946,AST-1129,Predictive,2023-02-10,1332,31,Janice Mitchell
MNT-5947,AST-1312,Preventive,2023-08-25,663,11,Anthony Terrell
MNT-5948,AST-1039,Reactive,2023-06-25,2752,73,Gary Sanford
MNT-5949,AST-1215,Emergency,2023-11-22,14809,152,Gregory Dunn
MNT-5950,AST-1163,Predictive,2023-03-07,1278,24,Barbara Peters
MNT-5951,AST-1192,Preventive,2023-02-07,1667,1,Jessica Trujillo
MNT-5952,AST-1012,Preventive,2023-11-13,1081,20,Michelle Jackson
MNT-5953,AST-1130,Reactive,2023-06-09,4073,231,Daniel Williams
MNT-5954,AST-1411,Preventive,2023-06-09,1616,26,Alexis Oneal
MNT-5955,AST-1239,Preventive,2023-02-12,1471,6,George Singh
MNT-5956,AST-1074,Emergency,2023-03-05,6013,267,Heather Wright
MNT-5957,AST-1094,Preventive,2023-08-19,1006,12,Patricia Anderson
MNT-5958,AST-1393,Predictive,2023-08-23,1849,27,Richard Garrett
MNT-5959,AST-1457,Reactive,2023-09-26,14429,215,Jeffrey Romero MD
MNT-5960,AST-1482,Reactive,2023-08-08,4949,210,Tammy Jackson
MNT-5961,AST-1343,Preventive,2023-12-27,914,9,Danielle Adams
MNT-5962,AST-1260,Reactive,2023-03-12,10287,198,Jasmine Jones
MNT-5963,AST-1214,Predictive,2023-03-26,1399,14,Brendan Hess
MNT-5964,AST-1443,Reactive,2023-02-13,6614,156,Antonio Davis
MNT-5965,AST-1048,Preventive,2023-12-30,1657,5,Gary Zimmerman
MNT-5966,AST-1047,Reactive,2023-09-18,9944,221,Michael Pitts
MNT-5967,AST-1187,Preventive,2023-09-05,1440,30,Sara Chavez
MNT-5968,AST-1430,Predictive,2023-05-03,1584,39,Joel Avila
MNT-5969,AST-1060,Reactive,2023-02-07,9902,213,Peter Carr
MNT-5970,AST-1248,Reactive,2023-08-11,8608,92,Ronald Collins
MNT-5971,AST-1478,Preventive,2023-06-07,1251,4,Shannon Cook
MNT-5972,AST-1147,Preventive,2023-01-04,1674,10,Michael Davis DVM
MNT-5973,AST-1118,Reactive,2023-06-13,10127,92,Rebecca Lewis
MNT-5974,AST-1400,Preventive,2023-03-01,1124,22,Carolyn Lawson
MNT-5975,AST-1284,Preventive,2023-04-12,824,35,Jennifer Beltran
MNT-5976,AST-1252,Predictive,2023-05-03,1839,0,Kyle Brady
MNT-5977,AST-1321,Reactive,2023-06-03,11131,163,Benjamin Bender
MNT-5978,AST-1435,Predictive,2023-07-12,1087,44,Raymond Gross
MNT-5979,AST-1277,Predictive,2023-01-11,1816,4,Kent Nielsen
MNT-5980,AST-1332,Preventive,2023-10-18,545,6,Mario Barnett
MNT-5981,AST-1095,Preventive,2023-07-20,816,6,Michael Ware
MNT-5982,AST-1452,Reactive,2023-08-26,4625,137,Connor Kerr
MNT-5983,AST-1366,Reactive,2023-02-05,8821,92,Michael Rodriguez
MNT-5984,AST-1273,Preventive,2023-05-25,1531,39,Trevor Boyd
MNT-5985,AST-1058,Preventive,2023-07-12,1868,10,Tyler Thompson
MNT-5986,AST-1448,Preventive,2023-12-06,1800,13,Christopher Parker
MNT-5987,AST-1010,Preventive,2023-07-30,536,11,Matthew Pollard
MNT-5988,AST-1378,Predictive,2023-01-29,1875,12,Mark Taylor
MNT-5989,AST-1090,Reactive,2023-09-30,14530,214,William White
MNT-5990,AST-1179,Reactive,2023-11-20,6955,138,Garrett Miller
MNT-5991,AST-1251,Reactive,2023-08-29,11395,133,Catherine James
MNT-5992,AST-1210,Preventive,2023-07-30,896,43,Megan Gilbert
MNT-5993,AST-1489,Reactive,2023-06-25,11444,197,Michael Rollins
MNT-5994,AST-1420,Preventive,2023-09-07,537,16,Benjamin Hunt
MNT-5995,AST-1164,Predictive,2023-04-07,1814,43,Lawrence Thomas
MNT-5996,AST-1192,Reactive,2023-11-18,5445,243,Mr. David Steele
MNT-5997,AST-1156,Preventive,2023-05-24,1327,36,Lori Washington
MNT-5998,AST-1122,Reactive,2023-06-24,6062,190,Todd Russell
MNT-5999,AST-1499,Reactive,2023-06-26,3981,237,Jonathan Carson
MNT-6000,AST-1104,Reactive,2023-10-06,12710,270,Robert Thomas
MNT-6001,AST-1017,Reactive,2023-03-31,5296,141,Courtney Diaz
MNT-6002,AST-1144,Predictive,2023-05-24,1474,5,Megan Brewer
MNT-6003,AST-1337,Emergency,2023-09-15,8843,173,Elizabeth Johnson
MNT-6004,AST-1198,Preventive,2023-02-03,1318,4,Keith Wood
MNT-6005,AST-1025,Reactive,2023-10-09,8238,65,Timothy Barnes
MNT-6006,AST-1203,Preventive,2023-04-19,825,6,Valerie White
MNT-6007,AST-1259,Reactive,2023-08-14,9101,209,Robert Wright
MNT-6008,AST-1113,Reactive,2023-08-02,9730,148,Andrew Williams
MNT-6009,AST-1139,Preventive,2023-07-10,1809,22,Jay Randolph
MNT-6010,AST-1034,Preventive,2023-12-04,1481,23,Anna Potter
MNT-6011,AST-1431,Predictive,2023-04-24,630,44,Steven Hammond
MNT-6012,AST-1419,Reactive,2023-02-07,7771,82,Mckenzie Mitchell
MNT-6013,AST-1134,Reactive,2023-07-17,8658,255,Carla Rose
MNT-6014,AST-1194,Predictive,2023-10-21,1329,4,Dustin Hernandez
MNT-6015,AST-1459,Reactive,2023-10-06,5261,150,Benjamin Brown
MNT-6016,AST-1264,Predictive,2023-10-08,1489,25,Beth Johnson
MNT-6017,AST-1026,Reactive,2023-11-24,3885,241,Taylor Bradford
MNT-6018,AST-1117,Preventive,2023-07-04,1303,33,Shawn Fuller
MNT-6019,AST-1167,Reactive,2023-04-27,8004,241,Ashley Cantrell
MNT-6020,AST-1229,Preventive,2023-12-16,1553,4,Eric Walker
MNT-6021,AST-1181,Preventive,2023-10-25,714,42,Janet Sweeney
MNT-6022,AST-1071,Preventive,2023-08-25,1921,37,John Ramirez
MNT-6023,AST-1021,Predictive,2023-06-08,839,17,Tammy Woods
MNT-6024,AST-1016,Reactive,2023-10-28,13230,95,Curtis Lang
MNT-6025,AST-1006,Emergency,2023-08-07,6229,200,George Crosby
MNT-6026,AST-1290,Preventive,2023-04-14,1177,19,Melissa Nichols
MNT-6027,AST-1342,Predictive,2023-09-19,1932,17,Janet Bright
MNT-6028,AST-1318,Reactive,2023-10-09,11923,164,Matthew Edwards
MNT-6029,AST-1302,Preventive,2023-01-11,1021,7,David Thomas
MNT-6030,AST-1423,Preventive,2023-12-18,1438,36,Jenna Taylor
MNT-6031,AST-1174,Reactive,2023-07-27,4792,63,Christopher Townsend
MNT-6032,AST-1143,Preventive,2023-10-11,717,8,Michael Winters
MNT-6033,AST-1467,Preventive,2023-01-11,1807,38,Robert Ortiz
MNT-6034,AST-1132,Reactive,2023-06-24,6371,275,Amy Hodges
MNT-6035,AST-1382,Predictive,2023-10-09,1344,43,Veronica Martinez
MNT-6036,AST-1089,Predictive,2023-12-06,1329,45,Kristi Cantrell
MNT-6037,AST-1301,Reactive,2023-01-03,4939,214,David Alexander
MNT-6038,AST-1046,Emergency,2023-03-11,5665,233,Matthew Pope
MNT-6039,AST-1227,Preventive,2023-12-13,631,12,Lisa Mccann
MNT-6040,AST-1161,Preventive,2023-11-20,1018,19,Scott Brewer
MNT-6041,AST-1435,Reactive,2023-12-08,9901,177,Heather Green
MNT-6042,AST-1300,Preventive,2023-12-13,1149,12,Steven Gomez
MNT-6043,AST-1276,Preventive,2023-09-29,904,21,Eric Gray
MNT-6044,AST-1103,Preventive,2023-11-05,1803,11,Diana Duncan
MNT-6045,AST-1495,Emergency,2023-12-26,5998,153,Carol King
MNT-6046,AST-1221,Emergency,2023-09-13,5856,124,James Thomas
MNT-6047,AST-1376,Preventive,2023-10-31,1523,6,Michael Hodge
MNT-6048,AST-1230,Reactive,2023-06-27,11382,263,Stephen Jordan
MNT-6049,AST-1135,Reactive,2023-10-10,6165,123,Anthony Roberts
MNT-6050,AST-1163,Preventive,2023-08-03,594,8,Tina Clark
MNT-6051,AST-1272,Predictive,2023-05-24,1948,36,Jennifer Buck
MNT-6052,AST-1038,Preventive,2023-03-01,1093,28,Gloria Harris
MNT-6053,AST-1295,Preventive,2023-06-06,872,5,William Rowland
MNT-6054,AST-1099,Preventive,2023-07-11,886,25,Beth Harris
MNT-6055,AST-1299,Reactive,2023-04-04,4771,256,Richard Young
MNT-6056,AST-1072,Emergency,2023-11-29,5211,291,Crystal Stephenson
MNT-6057,AST-1110,Preventive,2023-03-24,1292,32,Robert Summers
MNT-6058,AST-1444,Reactive,2023-07-20,9901,299,Brian Hood
MNT-6059,AST-1021,Predictive,2023-12-25,729,39,Thomas Webb
MNT-6060,AST-1434,Reactive,2023-11-28,2434,253,Linda Abbott
MNT-6061,AST-1169,Emergency,2023-03-01,11720,150,Michele Walter
MNT-6062,AST-1054,Reactive,2023-09-01,9996,159,John Brown
MNT-6063,AST-1202,Emergency,2023-05-05,12883,138,Kurt White
MNT-6064,AST-1235,Predictive,2023-08-24,1342,40,Samuel Harding
MNT-6065,AST-1475,Reactive,2023-10-31,10418,137,Nathan Frank
MNT-6066,AST-1496,Reactive,2023-04-12,3263,81,Regina Simmons
MNT-6067,AST-1357,Emergency,2023-08-18,8310,96,Timothy Olson
MNT-6068,AST-1236,Preventive,2023-11-21,1424,26,Barbara Clark
MNT-6069,AST-1387,Emergency,2023-03-30,13326,175,Dr. Lisa Garcia
MNT-6070,AST-1284,Predictive,2023-02-27,765,9,Katherine Lamb
MNT-6071,AST-1277,Reactive,2023-08-18,4195,214,David Foster
MNT-6072,AST-1016,Predictive,2023-01-07,555,16,Dylan Fitzpatrick
MNT-6073,AST-1236,Preventive,2023-11-17,1802,5,Bobby Rangel
MNT-6074,AST-1274,Reactive,2023-10-26,6391,172,Cheyenne Williams
MNT-6075,AST-1318,Predictive,2023-12-30,1694,1,Todd Bennett
MNT-6076,AST-1416,Emergency,2023-02-26,14683,75,Ronald Russo
MNT-6077,AST-1318,Emergency,2023-12-12,13416,215,Tony Fleming
MNT-6078,AST-1118,Preventive,2023-08-30,1488,15,Bryan Bradshaw
MNT-6079,AST-1061,Preventive,2023-08-15,660,25,Melissa Barton
MNT-6080,AST-1333,Preventive,2023-10-06,1046,15,David Cardenas
MNT-6081,AST-1324,Preventive,2023-04-17,736,5,Ashley Holmes
MNT-6082,AST-1221,Reactive,2023-04-15,7299,65,Pamela Crawford
MNT-6083,AST-1285,Preventive,2023-11-29,1357,32,Sandra Peterson
MNT-6084,AST-1369,Predictive,2023-12-01,1850,28,Nicholas Johnson
MNT-6085,AST-1470,Preventive,2023-01-18,1956,21,Veronica Williams
MNT-6086,AST-1201,Preventive,2023-12-04,1895,33,Adam Garcia
MNT-6087,AST-1333,Preventive,2023-11-26,1092,43,Mary Mcgee
MNT-6088,AST-1341,Reactive,2023-12-27,6653,116,Victor Hughes
MNT-6089,AST-1263,Predictive,2023-07-26,1826,39,Jodi Donaldson
MNT-6090,AST-1269,Preventive,2023-12-31,784,40,Donna Tate
MNT-6091,AST-1118,Reactive,2023-10-08,7486,177,Jay Baldwin
